Principal MECID,Principal Name,Address 1,Address 2,City,State,Zip,Phone 1,Phone 2,Lobbyist MECID,Lobbyist Name
P203395,"REP WR Holdings, LLC",2520 Northwinds Parkway,,Alpharetta,GA,30009,(501) 993-3383,,L003805,"Gaskin, John CE"
P203395,"REP WR Holdings, LLC",2520 Northwinds Parkway,,Alpharetta,GA,30009,(501) 993-3383,,L004148,"Schaefer, Kurt"
P181919,Research Belton Hospital,17065 S 71 Highway,,Belton,MO,64012,(816) 348-1200,,L000576,"Scherr, Randy"
P181919,Research Belton Hospital,17065 S 71 Highway,,Belton,MO,64012,(816) 348-1200,,L000697,"Winter, Michael G"
P181919,Research Belton Hospital,17065 S 71 Highway,,Belton,MO,64012,(816) 348-1200,,L002441,"Bernskoetter, Brian"
P181920,Research Medical Center,2316 E Meyer Blvd,,Kansas City,MO,64132,(816) 276-4101,,L000576,"Scherr, Randy"
P181920,Research Medical Center,2316 E Meyer Blvd,,Kansas City,MO,64132,(816) 276-4101,,L002441,"Bernskoetter, Brian"
P181921,Research Psychiatric Center,2323 E 63rd St,,Kansas City,MO,64130,(816) 235-8131,,L000576,"Scherr, Randy"
P181921,Research Psychiatric Center,2323 E 63rd St,,Kansas City,MO,64130,(816) 235-8131,,L000697,"Winter, Michael G"
P181921,Research Psychiatric Center,2323 E 63rd St,,Kansas City,MO,64130,(816) 235-8131,,L002441,"Bernskoetter, Brian"
P193338,Respond AI,911 Washington Avenue Street,,St. Louis,MO,63101,(314) 203-0747,,L000952,"McIntosh, Richard"
P193338,Respond AI,911 Washington Avenue Street,,St. Louis,MO,63101,(314) 203-0747,,L001270,"Flotron, Francis 'Franc' E."
P193338,Respond AI,911 Washington Avenue Street,,St. Louis,MO,63101,(314) 203-0747,,L002682,"McCracken, David"
P193338,Respond AI,911 Washington Avenue Street,,St. Louis,MO,63101,(314) 203-0747,,L003434,"Stouffer, Bill"
P193338,Respond AI,911 Washington Avenue Street,,St. Louis,MO,63101,(314) 203-0747,,L003805,"Gaskin, John CE"
P181924,RGA Enterprise Services Company,16600 Swingley Ridge Road,,Chesterfield,MO,63017-1706,(636) 736-8096,,L190184,"Rearden, William 'Will' Ashley"
P193314,RGA Reinsurance Company,16600 Swingley Ridge Road,,Chesterfield,MO,63301,(636) 736-3931,,L190184,"Rearden, William 'Will' Ashley"
P181925,Rhythm Engineering,14019 W 95th,,Lenexa,KS,66215,(913) 227-0603,,L002394,"White , Michael 'Mike' T."
P203407,Richard L Payne,2233 Boulder Crest Dr.,,Cape Girardeau,MO,63701,(573) 837-6595,,L200237,"Payne, Richard 'Richard' L"
P181927,Richard Wiles & Associates,PO Box 1362,,Jefferson City,MO,65102,(573) 635-3377,,L002827,"Wiles, Sam W"
P181928,Ridenhour Management Services,PO Box 1312,,Columbia,MO,65205-1312,(573) 355-5272,,L001132,"Ridenhour, Cory T"
P181929,"Riezman Berger, PC",7700 Bonhomme Avenue,,Clayton,MO,63105,(314) 727-0101,,L001739,"Klarich, David John"
P181929,"Riezman Berger, PC",7700 Bonhomme Avenue,,Clayton,MO,63105,(314) 727-0101,,L200223,"Klarich, Joshua 'Joshua' J"
P182521,River City Casino,777 River City Casino Boulevard,,St. Louis,MO,63125,(314) 388-7777,,L000327,"Hemphill, Brent"
P181932,River City Construction,6640 American Setter Drive,,Ashland,MO,65010,(573) 657-7380,,L000952,"McIntosh, Richard"
P181933,"Riverstone Group, Inc.",1701 5th Avenue,,Moline,IL,61265,(309) 757-8250,,L000163,"Brownlee, Richard S."
P181934,RJ Scherr and Associates,101 E. High St.,Suite 200,Jefferson City,MO,65101,(573) 636-2822,,L000558,"Roling, Brenda"
P181934,RJ Scherr and Associates,101 E. High St.,Suite 200,Jefferson City,MO,65101,(573) 636-2822,,L000576,"Scherr, Randy"
P181934,RJ Scherr and Associates,101 E. High St.,Suite 200,Jefferson City,MO,65101,(573) 636-2822,,L002441,"Bernskoetter, Brian"
P181935,RL Polk & Company,"26533 Evergreen Rd, Suite 900",,Southfield,MI,48076,(248) 728-7417,,L002289,"AuBuchon, Richard Michael"
P203679,Robbins Law Firm,7159 Westmoreland Drive,,University City,MO,63130,(573) 645-5912,,L002136,"Robbins, Thomas"
P203679,Robbins Law Firm,7159 Westmoreland Drive,,University City,MO,63130,(573) 645-5912,,L200284,"Robbins, Brittany Hyatt"
P181941,Robertson Fire Protection District,12641 Missouri Bottom Rd,,Hazelwood,MO,63042,(314) 428-1122,,L001664,"Foley, James"
P181941,Robertson Fire Protection District,12641 Missouri Bottom Rd,,Hazelwood,MO,63042,(314) 428-1122,,L001708,"Liese, Chris"
P181941,Robertson Fire Protection District,12641 Missouri Bottom Rd,,Hazelwood,MO,63042,(314) 428-1122,,L001747,"Burton, Gary"
P181941,Robertson Fire Protection District,12641 Missouri Bottom Rd,,Hazelwood,MO,63042,(314) 428-1122,,L002850,"Dueker, Jane E"
P181941,Robertson Fire Protection District,12641 Missouri Bottom Rd,,Hazelwood,MO,63042,(314) 428-1122,,L003115,"Foley, Andrew"
P181941,Robertson Fire Protection District,12641 Missouri Bottom Rd,,Hazelwood,MO,63042,(314) 428-1122,,L003963,"Dugger, Tony"
P181941,Robertson Fire Protection District,12641 Missouri Bottom Rd,,Hazelwood,MO,63042,(314) 428-1122,,L200246,"Wright, Coltin"
P181881,Rock Central,1090 Woodward Ave,,Detroit,MI,48226,(313) 782-7526,,L004254,"Yoscovits, Eugene"
P181942,"Rock Creek Wind Project, LLC","One Tech Drive, Suite 220",,Andover,MD,1810,(202) 236-1630,,L000576,"Scherr, Randy"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L000128,"Bardgett, John E"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L000952,"McIntosh, Richard"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L000977,"Johnston, Greg N"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L001050,"Ketcher, Bradley J"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L001199,"Zajac, Scott A"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L001270,"Flotron, Francis 'Franc' E."
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L001566,"Leonard, Erika"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L002682,"McCracken, David"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L002827,"Wiles, Sam W"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L003105,"Roepe, Christopher 'Chris'"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L003434,"Stouffer, Bill"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L003549,"Bardgett, Jacqueline"
P181943,Rockwood Management Corporation,190 Carondelet Plaza Ste 1250,,St. Louis,MO,63105,(314) 380-5999,,L003892,"Rainford, Jeff"
P181946,"Roeslein & Associates, Inc.","9200 Watson Road, Suite 200",,St. Louis,MO,63126-1528,(314) 270-8814,,L000723,"Iman, Kyna"
P193127,Ronald McDonald House Charities of Mid Missouri,3501 Lansing Ave,,Columbia,MO,65201,(573) 442-7666,,L000309,"Gray, Rodney D"
P193127,Ronald McDonald House Charities of Mid Missouri,3501 Lansing Ave,,Columbia,MO,65201,(573) 442-7666,,L003084,"Moore, Susan Henderson"
P193127,Ronald McDonald House Charities of Mid Missouri,3501 Lansing Ave,,Columbia,MO,65201,(573) 442-7666,,L190194,"Alexander, Cara"
P182432,"Rouse Frets White Goss Gentile Rhodes, PC","4510 Belleview Avenue, Suite 300",,Kansas City,MO,64111,(816) 753-9200,,L001921,"Moore, William 'Bill' B."
P182432,"Rouse Frets White Goss Gentile Rhodes, PC","4510 Belleview Avenue, Suite 300",,Kansas City,MO,64111,(816) 753-9200,,L002393,"Jensen, Patricia R."
P182432,"Rouse Frets White Goss Gentile Rhodes, PC","4510 Belleview Avenue, Suite 300",,Kansas City,MO,64111,(816) 753-9200,,L002395,"March, Aaron G."
P182432,"Rouse Frets White Goss Gentile Rhodes, PC","4510 Belleview Avenue, Suite 300",,Kansas City,MO,64111,(816) 753-9200,,L002396,"Bowers, James C."
P182432,"Rouse Frets White Goss Gentile Rhodes, PC","4510 Belleview Avenue, Suite 300",,Kansas City,MO,64111,(816) 753-9200,,L003322,"Bryant , Mark S."
P203439,Royal Oaks Hospital,307 N Main St,,Windsor,MO,65360,(660) 647-2182,,L001758,"Baker, Lana"
P181949,"RSB III, LLC",121 Madison St,,Jefferson City,MO,65101,(573) 616-1911,,L000163,"Brownlee, Richard S."
P181949,"RSB III, LLC",121 Madison St,,Jefferson City,MO,65101,(573) 616-1911,,L002289,"AuBuchon, Richard Michael"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L000299,"Gamble, William"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L000300,"Gamble, Cynthia"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L000580,"Schlemeier, Jorgen"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L000644,"Topp, Sarah"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L002845,"Jackson, David"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L003130,"Brooks, Jeffery"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L003747,"Gamble, Kathryn"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L004133,"Schlemeier, Sarah"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L190054,"Wilson, Olivia"
P181951,Rx Outreach,3171 Riverport Tech Center Dr,,Maryland Heights,MO,63043,(800) 769-3880,,L190149,"Gamble, John"
P181953,"S&G, LC","800 W 47th Street, Suite 620",,Kansas City,MO,64112,(816) 898-1586,,L002489,"Miller, Charles 'Charlie' F."
P203578,"S. I. Warehousing Co., Inc. dba Archway Fleeting & Harbor",1441 Hampton Avenue,,S. Louis,MO,63110,(314) 647-7529,,L004284,"Slay, Francis G."
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L000299,"Gamble, William"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L000300,"Gamble, Cynthia"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L000580,"Schlemeier, Jorgen"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L000644,"Topp, Sarah"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L002845,"Jackson, David"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L003130,"Brooks, Jeffery"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L003747,"Gamble, Kathryn"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L003881,"Aboussie, Jeffrey P"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L003946,"Dempsey, Thomas D"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L004133,"Schlemeier, Sarah"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L190054,"Wilson, Olivia"
P203585,"SA Hospital Acquisitions Group, LLC",1 University Plaza,Suite 500,Hackensack,NJ,7601,(201) 470-5751,,L190149,"Gamble, John"
P181955,Safe And Strong Missouri,PO Box 183,,Jefferson City,MO,65102,(816) 533-5632,,L003567,"Baker, Aaron"
P181955,Safe And Strong Missouri,PO Box 183,,Jefferson City,MO,65102,(816) 533-5632,,L004266,"Beers Sutton, Hannah"
P181956,"Safelite Autoglass, a Belron Us, Inc. Company",2400 Farmers Drive,,Columbus,OH,43235,(610) 210-9259,,L000543,"Rhoads, Mark J"
P181958,Sage Wightman/Clark School Partners,5 Ladue Hills Drive,,St. Louis,MO,63132,(314) 852-5545,,L000952,"McIntosh, Richard"
P182109,Saint Louis University,One Grand Boulevard,,St. Louis,MO,63101,(314) 977-4132,,L003129,"Scheessele, Marc"
P182109,Saint Louis University,One Grand Boulevard,,St. Louis,MO,63101,(314) 977-4132,,L003829,"Sweeney, David W"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L000299,"Gamble, William"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L000300,"Gamble, Cynthia"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L000580,"Schlemeier, Jorgen"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L000644,"Topp, Sarah"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L002413,"Hamilton, L.P."
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L002845,"Jackson, David"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L003130,"Brooks, Jeffery"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L003747,"Gamble, Kathryn"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L004133,"Schlemeier, Sarah"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L190054,"Wilson, Olivia"
P182112,Saint Louis Zoo Association,One Government Drive,,St. Louis,MO,63110,(314) 646-4633,,L190149,"Gamble, John"
P182113,Saint Luke's Health System,901 E 104th St,,Kansas City,MO,64131,(816) 932-2000,,L000805,"Harness, Kathryn"
P182113,Saint Luke's Health System,901 E 104th St,,Kansas City,MO,64131,(816) 932-2000,,L002798,"Van Zandt, Tim"
P181959,Saline County,19 East Arrow,,Marshall,MO,65340,(660) 886-7777,,L003434,"Stouffer, Bill"
P203447,Samuel Rodgers Health Center,825 Euclid Ave,,Kansas City,MO,64127,(816) 510-5714,,L001074,"Bland, Rodney"
P181964,Sanofi US,1122 E Pike Street ,,Seattle,WA,98122,(206) 320-0536,,L001642,"Watson, Trent"
P181964,Sanofi US,1122 E Pike Street ,,Seattle,WA,98122,(206) 320-0536,,L001870,"Valenti, John"
P181964,Sanofi US,1122 E Pike Street ,,Seattle,WA,98122,(206) 320-0536,,L200299,"Maxson, James"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L000299,"Gamble, William"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L000300,"Gamble, Cynthia"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L000580,"Schlemeier, Jorgen"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L000644,"Topp, Sarah"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L002845,"Jackson, David"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L003130,"Brooks, Jeffery"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L003747,"Gamble, Kathryn"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L004133,"Schlemeier, Sarah"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L190054,"Wilson, Olivia"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L190093,"Callicoat, Wendy Lynn"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L190095,"Callicoat, Paul"
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L190096,"Callicoat, Jonathon G.W."
P192993,Sarcoxie Nursery,3946 Five Mile Road,,Seneca,MO,64865,(417) 850-4079,,L190149,"Gamble, John"
P181967,SBR Anesthesia Associates Inc,6775 W Bruce Lane,,Harrrisburg,MO,65256,(803) 645-4724,,L002136,"Robbins, Thomas"
P181967,SBR Anesthesia Associates Inc,6775 W Bruce Lane,,Harrrisburg,MO,65256,(803) 645-4724,,L003354,"Tilley, Steven"
P181970,"Scherr Winter, LLC",101 E High St,Suite 200,Jefferson City,MO,65102,(573) 636-2822,,L000576,"Scherr, Randy"
P181970,"Scherr Winter, LLC",101 E High St,Suite 200,Jefferson City,MO,65102,(573) 636-2822,,L000697,"Winter, Michael G"
P181970,"Scherr Winter, LLC",101 E High St,Suite 200,Jefferson City,MO,65102,(573) 636-2822,,L002441,"Bernskoetter, Brian"
P181970,"Scherr Winter, LLC",101 E High St,Suite 200,Jefferson City,MO,65102,(573) 636-2822,,L003552,"Grewing, Cassandra Allana"
P192740,Schlichter Bogard & Denton,100 S 4th Street,Suite 1200,St. Louis,MO,63102,(314) 497-5480,,L002827,"Wiles, Sam W"
P203529,"Schneider Electric Buildings Americas, Inc.",15200 Santa Fe Trail Dr.,,Lenexa,KS,66219,(972) 323-1111,,L001664,"Foley, James"
P181971,Schnucks,11420 Lackland Road,,St. Louis,MO,63146,(314) 994-4400,,L002413,"Hamilton, L.P."
P181971,Schnucks,11420 Lackland Road,,St. Louis,MO,63146,(314) 994-4400,,L003892,"Rainford, Jeff"
P192928,School Choice Missouri,PO Box 133,,Jefferson City,MO,65101,(816) 407-1222,,L003567,"Baker, Aaron"
P192928,School Choice Missouri,PO Box 133,,Jefferson City,MO,65101,(816) 407-1222,,L004266,"Beers Sutton, Hannah"
P181972,School Social Workers Association of Missouri,PO Box 2221,,Jefferson City,MO,65102,(573) 634-8996,,L001642,"Watson, Trent"
P181975,Scientific Games Corporation,6601 Bermuda Road,,Las Vegas,NV,89119,(702) 897-7150,,L000720,"Reichard, Jay"
P181975,Scientific Games Corporation,6601 Bermuda Road,,Las Vegas,NV,89119,(702) 897-7150,,L001341,"Blunt, Andrew 'Andy'"
P181975,Scientific Games Corporation,6601 Bermuda Road,,Las Vegas,NV,89119,(702) 897-7150,,L002145,"Block, Matthew"
P203381,Secular Coalition for Missouri,1807 Jackson St.,,Columbia,MO,65202,(573) 344-6486,,L200230,"McLaurin, James 'Chad' C."
P203383,"Secularus, LLC",1807 Jackson St.,,Columbia,MO,65202,(573) 344-6486,,L200230,"McLaurin, James 'Chad' C."
P181979,Secure Democracy,611 Pennsylvania Ave SE Num 143,,Washington,DC,20003,(717) 745-8938,,L000128,"Bardgett, John E"
P181979,Secure Democracy,611 Pennsylvania Ave SE Num 143,,Washington,DC,20003,(717) 745-8938,,L001566,"Leonard, Erika"
P181979,Secure Democracy,611 Pennsylvania Ave SE Num 143,,Washington,DC,20003,(717) 745-8938,,L003105,"Roepe, Christopher 'Chris'"
P181979,Secure Democracy,611 Pennsylvania Ave SE Num 143,,Washington,DC,20003,(717) 745-8938,,L003549,"Bardgett, Jacqueline"
P193218,Secure Elections Project,130 Neil Ave,,Helena,MT,59601,(406) 417-0572,,L002458,"Pfeifer, Daniel"
P193218,Secure Elections Project,130 Neil Ave,,Helena,MT,59601,(406) 417-0572,,L002922,"Eaton, Alex Thomas"
P193218,Secure Elections Project,130 Neil Ave,,Helena,MT,59601,(406) 417-0572,,L003160,"Porter, Gregory 'Greg' D"
P193218,Secure Elections Project,130 Neil Ave,,Helena,MT,59601,(406) 417-0572,,L003722,"Lohmann, Rebecca"
P193218,Secure Elections Project,130 Neil Ave,,Helena,MT,59601,(406) 417-0572,,L004183,"Willis, David"
P193218,Secure Elections Project,130 Neil Ave,,Helena,MT,59601,(406) 417-0572,,L180015,"Wells, Jasmine"
P181980,Securities Industry and Financial Markets Association,120 Broadway,,New York,NY,10271,(212) 618-0533,,L000232,"Dalton, Jonathan F."
P181980,Securities Industry and Financial Markets Association,120 Broadway,,New York,NY,10271,(212) 618-0533,,L000323,"Hawk, Shanon M"
P181982,SEIU (Service Employees Intl. Union) Mo/Ks State Council,5585 Pershing Ave.,Suite 130,St. Louis,MO,63112,(417) 894-9350,,L001314,"Brown, Clark W"
P181982,SEIU (Service Employees Intl. Union) Mo/Ks State Council,5585 Pershing Ave.,Suite 130,St. Louis,MO,63112,(417) 894-9350,,L001314,"Brown, Clark W"
P192977,SEIU Healthcare Missouri,5585 Pershing Ave #230,,St Louis,MO,63112,(314) 533-3633,,L002550,"Berry, Ron 'Ronald'"
P181983,Select Management Resources,"3680 Holcomb Bridge Rd, Ste 100",,Norcross,GA,30092,(770) 449-7005,,L000349,"Jackson, Steve"
P181986,Service Contract Industry Council,PO Box 11247,,Tallahassee,FL,32302,(850) 425-4000,,L000163,"Brownlee, Richard S."
P203445,ServiceNow,2225 Lawson Lane,,Santa Clara,CA,95054,(408) 501-8550,,L000698,"Winton , David"
P203445,ServiceNow,2225 Lawson Lane,,Santa Clara,CA,95054,(408) 501-8550,,L003827,"Petrie, Jessica"
P192854,Seven Points Cultivation,PO Box 480784,,Kansas City,MO,64148,(816) 721-3336,,L003722,"Lohmann, Rebecca"
P192854,Seven Points Cultivation,PO Box 480784,,Kansas City,MO,64148,(816) 721-3336,,L004183,"Willis, David"
P192854,Seven Points Cultivation,PO Box 480784,,Kansas City,MO,64148,(816) 721-3336,,L180015,"Wells, Jasmine"
P203681,"Seven Seas Technologies, Inc.",720 Spirit 40 Park Drive,,Chesterfield,MO,63003,(636) 333-9197,,L000543,"Rhoads, Mark J"
P181991,"Sheet Metal, Air, Rail And Transportation (SMART Transportation Division)",222 Madison,Ste A,Jefferson City,MO,65101,(573) 634-3303,,L003689,"Hayden, Jason R"
P181993,Shelter Insurance Companies,1817 W Broadway,,Columbia,MO,65218,(573) 268-4599,,L001274,"Boyd, Rodney"
P181993,Shelter Insurance Companies,1817 W Broadway,,Columbia,MO,65218,(573) 268-4599,,L001535,"Grace, Brian"
P181993,Shelter Insurance Companies,1817 W Broadway,,Columbia,MO,65218,(573) 268-4599,,L001615,"Simmons, Kelvin"
P181993,Shelter Insurance Companies,1817 W Broadway,,Columbia,MO,65218,(573) 268-4599,,L003229,"Casas, Kate"
P181993,Shelter Insurance Companies,1817 W Broadway,,Columbia,MO,65218,(573) 268-4599,,L003774,"Waller, Brian David"
P181994,Sheriff's Retirement System,1739 Elm Court,PO Box 207,Jefferson City,MO,65102,(573) 634-3858,,L000309,"Gray, Rodney D"
P181994,Sheriff's Retirement System,1739 Elm Court,PO Box 207,Jefferson City,MO,65102,(573) 634-3858,,L003084,"Moore, Susan Henderson"
P181994,Sheriff's Retirement System,1739 Elm Court,PO Box 207,Jefferson City,MO,65102,(573) 634-3858,,L190194,"Alexander, Cara"
P181996,SHI International Corporation,SHI St Louis,"City Place 3, Suite 570",Creve Coeur,MO,63141,(888) 764-8888,,L001295,"Workman, Tricia A"
P181996,SHI International Corporation,SHI St Louis,"City Place 3, Suite 570",Creve Coeur,MO,63141,(888) 764-8888,,L001418,"Bednar, Joseph Paul"
P181996,SHI International Corporation,SHI St Louis,"City Place 3, Suite 570",Creve Coeur,MO,63141,(888) 764-8888,,L001728,"Stiles, Kelli Denise"
P181996,SHI International Corporation,SHI St Louis,"City Place 3, Suite 570",Creve Coeur,MO,63141,(888) 764-8888,,L002849,"Gibbons, Michael R"
P181996,SHI International Corporation,SHI St Louis,"City Place 3, Suite 570",Creve Coeur,MO,63141,(888) 764-8888,,L004018,"Neustadt, Jennae M"
P193199,Shoppes at James River CID,"2808 S. Ingram Mill, A100",,Springfield,MO,65804,(417) 887-8826,,L002448,"Stone, Doug"
P181999,Show Me Cannabis,3537 N Arkansas Avenue,,St. Louis,MO,63118,(573) 718-3073,,L001061,"Schlosser, Lynne Marie"
P182001,Show Me Pace Clean Energy District,238 East High Street 3rd Fl,,Jefferson City,MO,65101,(573) 616-1046,,L001880,"Campbell, Josh"
P182001,Show Me Pace Clean Energy District,238 East High Street 3rd Fl,,Jefferson City,MO,65101,(573) 616-1046,,L200240,"Wood, Travis"
P193107,Show Me Spin Gaming,111 W. 10th Street,,Kansas City,MO,64105,(573) 424-1514,,L002458,"Pfeifer, Daniel"
P193107,Show Me Spin Gaming,111 W. 10th Street,,Kansas City,MO,64105,(573) 424-1514,,L002922,"Eaton, Alex Thomas"
P193107,Show Me Spin Gaming,111 W. 10th Street,,Kansas City,MO,64105,(573) 424-1514,,L003160,"Porter, Gregory 'Greg' D"
P193107,Show Me Spin Gaming,111 W. 10th Street,,Kansas City,MO,64105,(573) 424-1514,,L003722,"Lohmann, Rebecca"
P193107,Show Me Spin Gaming,111 W. 10th Street,,Kansas City,MO,64105,(573) 424-1514,,L004183,"Willis, David"
P193107,Show Me Spin Gaming,111 W. 10th Street,,Kansas City,MO,64105,(573) 424-1514,,L180015,"Wells, Jasmine"
P193029,"Show-Me Gaming, LLC",1124 Sara Matthews Lane,,Wildwood,MO,63005,(573) 230-2345,,L004071,"Dieckhaus, Scott"
P193241,Shryne Group,575 Anton Blvd. Ste #800,,Costa Mesa,CA,92626,(573) 616-9860,,L002458,"Pfeifer, Daniel"
P193241,Shryne Group,575 Anton Blvd. Ste #800,,Costa Mesa,CA,92626,(573) 616-9860,,L002922,"Eaton, Alex Thomas"
P193241,Shryne Group,575 Anton Blvd. Ste #800,,Costa Mesa,CA,92626,(573) 616-9860,,L003160,"Porter, Gregory 'Greg' D"
P193241,Shryne Group,575 Anton Blvd. Ste #800,,Costa Mesa,CA,92626,(573) 616-9860,,L003722,"Lohmann, Rebecca"
P193241,Shryne Group,575 Anton Blvd. Ste #800,,Costa Mesa,CA,92626,(573) 616-9860,,L004183,"Willis, David"
P193241,Shryne Group,575 Anton Blvd. Ste #800,,Costa Mesa,CA,92626,(573) 616-9860,,L180015,"Wells, Jasmine"
P182541,SI Group Client Services,459 E. 16th St,,Jacksonville,FL,32206,(904) 486-5788,,L000543,"Rhoads, Mark J"
P182004,"Sierra Club, Missouri Chapter",2818 Sutton Blvd.,,St. Louis,MO,63143,(314) 644-1011,,L001895,"Nicklas, Dawn 'Dawn'"
P182004,"Sierra Club, Missouri Chapter",2818 Sutton Blvd.,,St. Louis,MO,63143,(314) 644-1011,,L004211,"Berg, Michael Ethan"
