MECID_L,Lobbyist First Name,Lobbyist Last Name,Recipient,Principal,Expenditure Type,Expenditure Category,Expenditure Date,Expenditure Amount,Amended,Description,Version From,Version To
L001615,Kelvin,Simmons,"Cade,  Shannon  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,2 tickets - 2019 Jazzoo event,1,1
L001615,Kelvin,Simmons,"Canady,  Alissia  - City of Kansas City",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,2 tickets - 2019 Jazzoo event,1,
L001615,Kelvin,Simmons,"Dillingham,  Allen  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,2 tickets - 2019 Jazzoo event,1,1
L001615,Kelvin,Simmons,"Finley,  Ron  - Jackson County",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,1
L001615,Kelvin,Simmons,"Fowler,  Dan  - City of Kansas City",Kansas City Zoo,Individual,Travel,6/7/19,150,No,2 tickets - 2019 Jazzoo event,1,
L001615,Kelvin,Simmons,"Franklin,  Charlie  - Jackson County",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,2 tickets - 2019 Jazzoo event,1,
L001615,Kelvin,Simmons,"Galvin,  Theresa  - Jackson County",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Judy,  Mary Jane  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,2 tickets - 2019 Jazzoo event,1,
L001615,Kelvin,Simmons,"Lauer,  Jeanie  - Jackson County",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Loar,  Teresa  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,1
L001615,Kelvin,Simmons,"McManus,  Kevin  - City of Kansas City",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Mecklenburg,  David  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Medina Casey,  Yolanda  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Miller,  Tony  - Jackson County",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Nolte,  Jerry  - Clay County",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Owen,  Gene  - Clay County",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Rynard,  Terry  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Tarwater, III,  Dan  - Jackson County",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Wagner,  Scott  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Reed,  Jermaine  - City of Kansas City",Kansas City Zoo,Individual,Entertainment,6/7/19,150,No,"2 tickets, 2019 Jazzoo Event",1,
L001615,Kelvin,Simmons,"Cade,  Shannon  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,0,Yes - expenditure deleted and re-entered to correct individual designation,2 tickets - 2019 Jazzoo event,2,
L001615,Kelvin,Simmons,"Dillingham,  Allen  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,0,Yes - expenditure deleted and re-entered to correct individual designation,2 tickets - 2019 Jazzoo event,2,
L001615,Kelvin,Simmons,"Finley,  Ron  - Jackson County",Kansas City Zoo,Individual,Entertainment,6/7/19,0,Yes - expenditure deleted and re-entered to correct individual designation,"2 tickets, 2019 Jazzoo Event",2,
L001615,Kelvin,Simmons,"Loar,  Teresa  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,0,Yes - expenditure deleted and re-entered to correct individual designation,"2 tickets, 2019 Jazzoo Event",2,
L001615,Kelvin,Simmons,"Cade,  Shannon  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,Yes - correcting individual designation,"2 tickets, 2019 Jazzoo event",2,
L001615,Kelvin,Simmons,"Dillingham,  Allen  - Employee/Staff (James,  Sylvester  'Sly' )",Kansas City Zoo,Individual,Entertainment,6/7/19,150,Yes - amended to correct individual designation,2 tickets - 2019 Jazzoo event,2,
L001615,Kelvin,Simmons,"Finley,  Ron  - Jackson County",Kansas City Zoo,Individual,Entertainment,6/7/19,150,Yes - amended to correct individual designation,2 tickets - 2019 Jazzoo event,2,
L001615,Kelvin,Simmons,"Loar,  Teresa  - City of Kansas City",Kansas City Zoo,Individual,Entertainment,6/7/19,150,Yes - amended to correct individual designation,2 tickets - 2019 Jazzoo Event,2,
L003980,Alex,Scharf,"Oswald,  Frank  - Employee/Staff (Krewson,  Lyda )",St. Louis Home Builders Association,Individual,"Meals, Food, & Beverage",6/11/19,15.61,No,"Lunch with Frank Oswald, Building Commissioner, City of St. Louis",1,
L003149,Salvatore,Panettiere,"James,  Slyvester  'Sly'  - City of Kansas City",City of Kansas City,Individual,"Meals, Food, & Beverage",6/18/19,22.02,No,Lunch,1,
L003980,Alex,Scharf,"Haskins,  Brian  - Jefferson County Elect",St. Louis Home Builders Association,Individual,"Meals, Food, & Beverage",6/27/19,16.69,No,Lunch with Jefferson County Councilwoman Tracey Perry and Councilman Brian Haskins,1,
L003980,Alex,Scharf,"Perry,  Tracey  - Jefferson County Elect",St. Louis Home Builders Association,Individual,"Meals, Food, & Beverage",6/27/19,16.69,No,Lunch with Jefferson County Councilwoman Tracey Perry and Councilman Brian Haskins,1,
L001699,Catina,Shannon,"Walton Gray,  Rochelle  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",7/3/19,100.18,No,,1,
L002394,Michael,White,"Loar,  Teresa  - City of Kansas City",Eric Holtze,Individual,"Meals, Food, & Beverage",7/3/19,39,Yes - Keyed expenditure; had a technical issue with Mr. Whites log in.  Spoke with your technical department; issued resolved.,Meal with Teresa Loar,2,
L190125,Jeff,Danielson,"Rupp,  Scott  T  - Missouri Public Service Commission",American Wind Energy Association,Individual,Travel,7/3/19,"1,076.24",No,Travel reimbursement for PSC Commissioner Scott Rupp to attend and speak on a panel at the WINDPOWER 2019 Conference & Exhibition in Houston.,1,
L000382,Roxsen,Koch,"Fowler,  Dan  - City of Kansas City",Polsinelli PC,Individual,"Meals, Food, & Beverage",7/9/19,10.98,No,Breakfast,1,
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,Travel,7/10/19,235.48,Yes - Didn’t believe reporting was required until guidance was received from MEC.,"Standard board meeting expenses (lodging & mileage) - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L003762,Lori,Hoelscher,"Olivarri,  John  - City of Osage Beach","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,7/13/19,52.5,No,Cardinals Baseball Game,1,
L003762,Lori,Hoelscher,"Olivarri,  Carole  - Spouse/Child (Olivarri,  John  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,7/13/19,52.5,No,Cardinals Baseball Game,1,
L003762,Lori,Hoelscher,"Olivarri,  John  - City of Osage Beach","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",7/13/19,104.15,No,Cardinals Baseball Game,1,1
L003762,Lori,Hoelscher,"Olivarri,  Carole  - Spouse/Child (Olivarri,  John  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",7/13/19,104.15,No,Cardinals Baseball Game,1,1
L003762,Lori,Hoelscher,"Olivarri,  John  - City of Osage Beach","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",7/13/19,51.65,Yes - Wrong amount entered in error,Cardinals Baseball Game,2,
L003762,Lori,Hoelscher,"Olivarri,  Carole  - Spouse/Child (Olivarri,  John  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",7/13/19,51.65,Yes - Wrong amount entered in error,Cardinals Baseball Game,2,
L003149,Salvatore,Panettiere,"James,  Sylvester  'Sly'  - City of Kansas City",City of Kansas City,Individual,"Meals, Food, & Beverage",7/15/19,32.19,No,Dinner,1,
L003747,Kathryn,Gamble,"Razer,  Greg  - Representative",Kansas City Missouri,Individual,"Meals, Food, & Beverage",7/15/19,4,No,Beverage,1,
L004111,Clinton,McBride,"Bosley,  Brandon  - City of St. Louis","Laborers' International Union of North America, Local 110",Individual,"Meals, Food, & Beverage",7/15/19,11.98,No,Lunch meeting,1,
L190119,Marco,Tipton,"Koenig,  Shannon  - Employee/Staff (Page,  Sam )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,7/15/19,170,No,Cardinals Game,1,
L190119,Marco,Tipton,"Calvert,  Winston  - Employee/Staff (Page,  Sam )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,7/15/19,170,No,Cardinals Game,1,
L190119,Marco,Tipton,"Lowery,  Tim  - City of Florissant","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,7/15/19,170,No,Cardinals Baseball,1,
L190119,Marco,Tipton,"Lowery,  Laurie  - Spouse/Child (Lowery,  Tim )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,7/15/19,170,No,Cardinals Baseball,1,
L190119,Marco,Tipton,"Harder,  Mark  A  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,7/15/19,170,No,Cardinals game,1,
L190119,Marco,Tipton,"Harder,  Kathryn  - Spouse/Child (Harder,  Mark  A )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,7/15/19,170,No,Cardinals game,1,
L000299,William,Gamble,"Tate,  Nate  - Representative",Missouri Railroad Association,Individual,"Meals, Food, & Beverage",7/17/19,2.79,No,Beverage,1,
L190074,Kara,Corches,"Kendrick,  Kip  - Representative",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",7/17/19,1.75,No,,1,
L004183,David,Willis,"Mitten,  Gina  - Representative",Catalyst Group,Individual,"Meals, Food, & Beverage",7/22/19,4,No,Iced Tea,1,
L003709,Charles,Hinderliter,"Harder,  Mark  A  - St. Louis County",St. Louis Realtors ,Individual,"Meals, Food, & Beverage",7/23/19,17.95,No,Lunch,1,
L000382,Roxsen,Koch,"Lucas,  Quinton  - City of Kansas City",Polsinelli PC,Individual,"Meals, Food, & Beverage",7/24/19,3.22,No,Meet and Greet Reception,1,
L004111,Clinton,McBride,"Clancy,  Lisa  - St. Louis County Elect","Laborers' International Union of North America, Local 110",Individual,"Meals, Food, & Beverage",7/29/19,13.25,No,Lunch meeting,1,
L190047,Adam,Kazda,"Bailey,  Dorothy  'Dottie'  - Representative",St. Louis Regional Chamber,Individual,Gift,7/29/19,3.4,No,Foam finger - Bi-State Softball Showdown,1,
L003149,Salvatore,Panettiere,"Lucas,  Quinton  - City of Kansas City",City of Kansas City,Individual,"Meals, Food, & Beverage",8/2/19,16,Yes - Administrative,,2,
L003149,Salvatore,Panettiere,"Stamm,  John  - Employee/Staff (Lucas,  Quinton )",City of Kansas City,Individual,"Meals, Food, & Beverage",8/2/19,25,Yes - Administrative,,2,
L002448,Doug,Stone,"Barnes,  Lee  - City of Kansas City","JPL Development, LLC",Individual,"Meals, Food, & Beverage",8/6/19,72.88,No,"Lunch with Kansas City, MO Councilman Barnes",1,
L002394,Michael,White,"Lucas,  Quinton  - City of Kansas City",Eric Holtze,Individual,"Meals, Food, & Beverage",8/7/19,32,No,Meal with Quinton Lucas,1,
L004111,Clinton,McBride,"Page,  Sam  - St. Louis County","Laborers' International Union of North America, Local 110",Individual,"Meals, Food, & Beverage",8/20/19,11.97,No,Breakfast meeting,1,
L002617,Christine,Page,"Moore,  Russell  - City of St. Joseph",Missouri American Water,Individual,"Meals, Food, & Beverage",8/22/19,85.9,No,Community Stakeholders Dinner; elected official and spouse attended,1,
L002617,Christine,Page,"Blessing,  Brenda  - City of St. Joseph",Missouri American Water,Individual,"Meals, Food, & Beverage",8/22/19,42.95,No,Community Stakeholders Dinner,1,
L002617,Christine,Page,"O'Dell,  Kent  - City of St. Joseph",Missouri American Water,Individual,"Meals, Food, & Beverage",8/22/19,85.9,No,Community Stakeholders Dinner; elected official and spouse attended,1,
L002617,Christine,Page,"Burnham,  Scott  - Buchanan County",Missouri American Water,Individual,"Meals, Food, & Beverage",8/22/19,85.9,No,Community Stakeholders Dinner; elected official and spouse attended,1,
L002617,Christine,Page,"Hook,  Ron  - Buchanan County",Missouri American Water,Individual,"Meals, Food, & Beverage",8/22/19,42.95,No,Community Stakeholders Dinner,1,
L002617,Christine,Page,"Sawyer,  Lee  - Buchanan County",Missouri American Water,Individual,"Meals, Food, & Beverage",8/22/19,42.95,No,Community Stakeholders Dinner,1,
L002617,Christine,Page,"McMurray,  Bill  - City of St. Joseph",Missouri American Water,Individual,"Meals, Food, & Beverage",8/22/19,42.95,No,Community Stakeholders Dinner,1,
L002617,Christine,Page,"Davis,  Madison  - City of St. Joseph",Missouri American Water,Individual,"Meals, Food, & Beverage",8/22/19,85.9,No,Community Stakeholders Dinner; elected official and spouse attended,1,
L002617,Christine,Page,"Novak,  Marty  - City of St. Joseph",Missouri American Water,Individual,"Meals, Food, & Beverage",8/22/19,42.95,No,Community Stakeholders Dinner,1,
L190119,Marco,Tipton,"Hoskins,  Theodore  - City of Berkeley","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,8/23/19,52.5,No,Cardinals Tickets,1,
L190119,Marco,Tipton,"Hoskins,  Kelly  - Spouse/Child (Hoskins,  Theodore  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,8/23/19,52.5,No,Cardinals Tickets,1,
L190119,Marco,Tipton,"Hoskins,  Theodore  - City of Berkeley","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",8/23/19,68.5,No,Cardinals Game Food and Beverage,1,
L190119,Marco,Tipton,"Hoskins,  Kelly  - Spouse/Child (Hoskins,  Theodore  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",8/23/19,68.5,No,Cardinals Game Food and Beverage,1,
L190119,Marco,Tipton,"Bell,  Wesley  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,8/23/19,52.5,No,Cardinals Game cost of ticket,1,
L190119,Marco,Tipton,"Bell,  Wesley  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",8/23/19,68.5,No,Cardinals game,1,
L190119,Marco,Tipton,"Jones,  Ella  - City of Ferguson","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,8/23/19,52.5,No,Cardinals Game,1,
L190119,Marco,Tipton,"Jones,  Ella  - City of Ferguson","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",8/23/19,68.5,No,Cardinals Game,1,
L003762,Lori,Hoelscher,"Olivarri,  John  - City of Osage Beach","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,8/24/19,75,No,Ellis Fischel Gala at Lodge of Four Seasons,1,
L003762,Lori,Hoelscher,"Olivarri,  Carole  - Spouse/Child (Olivarri,  John  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,8/24/19,75,No,Ellis Fischel Gala at Lodge of Four Seasons,1,
L003149,Salvatore,Panettiere,"Lucas,  Quinton  - City of Kansas City",City of Kansas City,Individual,"Meals, Food, & Beverage",8/27/19,15,Yes - Administrative,,3,
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,Travel,8/28/19,167.04,Yes - Didn’t believe reporting was required until guidance was received from MEC.,"Standard board meeting expenses (mileage) - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L001699,Catina,Shannon,"Walton Gray,  Rochelle  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",8/31/19,243.25,No,Refreshments for Rochelle Walton Gray,1,
L190119,Marco,Tipton,"Jones,  Deanna  - Employee/Staff (Hoskins,  Theodore  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,9/2/19,52.5,No,Cardinals game,1,
L190119,Marco,Tipton,"Jones,  Deanna  - Employee/Staff (Hoskins,  Theodore  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",9/2/19,61.35,No,Cardinals Game,1,
L190119,Marco,Tipton,"Days,  Rita  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,9/2/19,52.5,No,Cardinals game,1,
L190119,Marco,Tipton,"Days,  Elliott  - Spouse/Child (Days,  Rita )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,9/2/19,52.5,No,Cardinals game,1,
L190119,Marco,Tipton,"Days,  Rita  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",9/2/19,61.35,No,Cardinals game,1,
L190119,Marco,Tipton,"Days,  Elliott  - Spouse/Child (Days,  Rita )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",9/2/19,61.35,No,Cardinals game,1,
L190119,Marco,Tipton,"Artman,  Tony  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,9/2/19,52.5,No,cardinals game,1,
L190119,Marco,Tipton,"Artman,  Renee  - Spouse/Child (Artman,  Tony )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,9/2/19,52.5,No,cardinals game,1,
L190119,Marco,Tipton,"Artman,  Tony  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,9/2/19,61.35,No,cardinals game,1,
L190119,Marco,Tipton,"Artman,  Renee  - Spouse/Child (Artman,  Tony )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,9/2/19,61.35,No,cardinals game,1,
L190119,Marco,Tipton,"Calvert,  Winston  - Employee/Staff (Page,  Sam )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,9/2/19,52.5,No,Cardinals Game,1,
L190119,Marco,Tipton,"Calvert,  Winston  - Employee/Staff (Page,  Sam )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",9/2/19,61.35,No,cardinals game,1,
L002617,Christine,Page,"Plunk,  Gary  - City of Arnold",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Stewart,  Billy  - City of Ava",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Stewart,  Sandra  - Spouse/Child (Stewart,  Billy )",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Dye,  Noel  - City of Ava",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,49.54,No,reception - elected official and guest,1,
L002617,Christine,Page,"Welsh,  Suzanne  - City of Ava",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Lathrop,  Gary  - City of Belton",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Jones,  Deanna  - Employee/Staff (Hoskins,  Theodore  )",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Kaylor,  Jerry  - City of Blue Springs",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Porter,  Julia  - City of Blue Springs",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Edmondson,  Kent  - City of Blue Springs",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Glantz,  Barry  - City of Creve Coeur",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Akers,  Ed  - City of Branson",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Frampton,  Roze  - City of Chillicothe",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Kelly,  Theresa  - City of Chillicothe",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Glantz,  Sheri  - Spouse/Child (Glantz,  Barry  )",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Ryan,  Deborah  - City of Creve Coeur",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Ryan,  Chris  - Spouse/Child (Ryan,  Deborah )",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Randolph,  Damon  - City of Grandview",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Crain,  Jim  - City of Grandview",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Jones,  Leonard  - City of Grandview",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Zimmerman,  Matthew  - Employee/Staff (Robinson,  Matthew  )",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Perkins,  Mark  - City of Creve Coeur",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Chappell,  Darin  - Employee/Staff (Kelly,  Theresa )",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Fletcher,  Hannah  - Employee/Staff (Kelly,  Theresa )",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Hahs,  Dwain  - City of Jackson",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Adams,  Diane  Reid  - City of Joplin",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Cortez,  Keenan  - City of Joplin",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Lopez,  Beto  - City of Lees Summit",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Demoro,  Fred  - City of Lees Summit",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Binney,  Rob  - City of Lees Summit",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Clevenger,  Zach  - City of North Kansas City",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Rucker,  Kevin  - City of Osage Beach",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"DeGaris,  Ed  - City of Poplar Bluff",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Armes Parson,  Lisa  - City of Poplar Bluff",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Smith,  Robert  - City of Poplar Bluff",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Young,  Nevada  - City of Poplar Bluff",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Black,  Ron  - City of Poplar Bluff",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Cornman,  Shane  - City of Poplar Bluff",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Davis,  Steve  - City of Poplar Bluff",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Murphey,  Ann  - City of Rolla",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"O'Dell,  Kent  - City of St. Joseph",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Pagano,  Len  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,1
L002617,Christine,Page,"Ohmes,  Bridget  - City of St. Charles",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,
L002617,Christine,Page,"Pagano,  Joyce  - Spouse/Child (Pagano,  Len )",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,1
L002617,Christine,Page,"Townsend,  Joyce  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,1
L002617,Christine,Page,"Bateman,  Judy  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,1
L002617,Christine,Page,"Reimer,  Melissa  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,1
L002617,Christine,Page,"Trupiano,  Nick  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,1
L002617,Christine,Page,"Barclay,  Patrick  - City of St. Peters",Missouri American Water,Individual,"Meals, Food, & Beverage",9/8/19,24.77,No,reception,1,1
